screen_id,cell,flow_direction,flow_object,outcome_object,outcome_level,identified,phenomenon,confidence,rater,batch,note
C3F2204,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,fertility levels and HIV in North-Central Namibia
C3F2205,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,probe-s5-of-8,C.2.d - tax reform and fertility in South Korea
C3F2206,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,C.2.g - rural-urban fertility gap and migrant adaptation in Punjab
C3F2207,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,descriptive fertility trends in Nigeria and Guinea
C3F2208,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,probe-s5-of-8,no abstract; commentary on Australian low fertility
C3F2209,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,C.3.e - banking development and fertility panel
C3F2210,OFF_SIBLING,NA,NA,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,probe-s5-of-8,C.2.d - public financial support for childbearing in Hungary
C3F2211,OFF_TOPIC,NA,NA,FERTILITY,DESIRED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,stability of fertility preferences in Malawi
C3F2212,MIXED_PUBLIC_PRIVATE,UPWARD,PUBLIC_TRANSFER,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,social security and fertility tested bidirectionally across 81 countries; C.3.c owns the public substitute - rubric rule 1
C3F2213,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s5-of-8,World Fertility Survey comparability note
C3F2214,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,UNCERTAIN,hand,probe-s5-of-8,no abstract; Kenya fertility projections
C3F2215,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,C.2.e - educational attainment and global fertility convergence
C3F2216,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,FDT,UNCERTAIN,hand,probe-s5-of-8,D.1.b - mass schooling and the Sri Lankan transition; check at full text whether the operative variable is the child's lost labour
C3F2217,NET_FLOW_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,probe-s5-of-8,direct test of Caldwell's claim that parents reap a NET GAIN in wealth from children; Monrovia survey - the registered estimand
C3F2218,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,UNCERTAIN,hand,probe-s5-of-8,no abstract; cross-national fertility and family planning models
C3F2219,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,PM,UNCERTAIN,hand,probe-s5-of-8,no abstract; fertility in Roman Italy
C3F2220,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,probe-s5-of-8,no abstract; education fertility and cobalt mining in the DRC - the same child-labour-demand shock as the lithium seed
C3F2221,OFF_SIBLING,NA,NA,FERTILITY,DESIRED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,A.3 - global decline in non-numeric fertility preferences
C3F2222,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s5-of-8,evolutionary and life-history perspective on fertility and religion
C3F3291,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,paediatric carotid ultrasound
C3F3292,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,child under-nutrition in Kabul
C3F3293,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,paediatric visceral leishmaniasis
C3F3294,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,book index
C3F3295,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,history of premature infant nursing
C3F3296,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,NTA changing economic life cycle across the transition; global
C3F3297,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,comparative demographic context for Uruguay
C3F3298,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,ageing and food expenditure patterns
C3F3299,REVERSE,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,probe-s7-of-8,One-Child Policy to elderly well-being; the estimand runs from fertility to the support the elderly receive
C3F3300,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,UNCERTAIN,hand,probe-s7-of-8,no abstract; same work as C3F3301
C3F3301,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,economics of bride price dowry and dower; bride price is a transfer to the bride's parents - flag for the bequest boundary ruling
C3F3302,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,UNCERTAIN,hand,probe-s7-of-8,no abstract; farm sizing for land reform areas
C3F3303,SHOCK_NET_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,probe-s7-of-8,natural experiment on a 2008 Namibian widows' inheritance reform to fertility; the title states the mechanism as children being poor women's wealth - identified and squarely the registered estimand
C3F3304,SHOCK_NET_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,OTHER,UNCERTAIN,hand,probe-s7-of-8,no abstract; decollectivization and land reform against the fertility transition
C3F3305,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,soil fertility under Eastern European land reform - agronomy sense - rubric rule 6
C3F3306,SHOCK_NET_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,FDT,UNCERTAIN,hand,probe-s7-of-8,no abstract; pro-poor land reforms education and fertility on international evidence 1820-2010
C3F3307,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,oil palm agroforestry and soil fertility management - agronomy sense
C3F3308,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,Russian land reform; same work as C3F0539
C3F3309,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,soil fertility capability classification in Thailand - agronomy sense
C3F3310,SHOCK_NET_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,OTHER,UNCERTAIN,hand,probe-s7-of-8,no abstract; land reforms status and population growth
C3F3311,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,Korean inheritance law reform debate; no fertility outcome
C3F3312,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,UNCERTAIN,hand,probe-s7-of-8,preface to a land reform monograph; mentions the birth rate in passing
C3F3313,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s7-of-8,land protection and soil fertility investment - agronomy sense
C3F3314,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,YES,OTHER,CERTAIN,hand,probe-s7-of-8,CORRECTED 2026-09-10: land titling in Mexico reduced the number of children working on their own farms - a child-labour outcome. My first read stopped at 330 chars and that sentence is at 542; script 390's beyond-window flag caught it
C3F3315,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,YES,OTHER,CERTAIN,hand,probe-s7-of-8,CORRECTED 2026-09-10: land titling in Mexico reduced the number of children working on their own farms - a child-labour outcome. My first read stopped at 330 chars and that sentence is at 542; script 390's beyond-window flag caught it
C3F3879,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,UNCERTAIN,hand,probe-s8-of-8,no abstract; NTA Canada provinces 1997-2017 seniors against youth
C3F3880,FLOW_MEASUREMENT,DOWNWARD,MIXED,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,NTA Philippine education financing and the public-private mix
C3F3881,THEORY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,probe-s8-of-8,a formal wealth-flows model relating number of children to flows between generations; theory not estimate
C3F3883,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,Philippine NTA age profiles 1991-2011 and the first demographic dividend
C3F3885,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,Bronze Age Egyptian settlement and harbours; flows of wealth homonym
C3F3886,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,thermodynamic metaphor for economic crisis; wealth flow homonym
C3F3887,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,duplicate deposit of C3F3886
C3F3888,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,no abstract; burial culture and resource circulation; wealth flow homonym
C3F3889,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,NTA France 1979-2011 lifecycle deficit
C3F3890,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,Philippine NTA and the treatment of overseas workers' remittances
C3F3891,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,NTA Korea; lifecycle surplus from 27 to 56
C3F3892,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,UNCERTAIN,hand,probe-s8-of-8,no abstract; intergenerational reallocations in Brazil 2003-2018
C3F3894,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,NTA methods and data for the Philippines
C3F3895,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,immigration and the Slovak economy
C3F3896,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,UNCERTAIN,hand,probe-s8-of-8,no abstract; same work as C3F3892
C3F3897,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,dissertation whose first essay builds NTA for Canada
C3F3898,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,no abstract; carbon taxes and environmental policy
C3F3901,MIXED_PUBLIC_PRIVATE,UPWARD,PUBLIC_TRANSFER,NONE,NA,UNCLEAR,SDT,UNCERTAIN,hand,probe-s8-of-8,no abstract; China's New Rural Pension Scheme - C.3.c owns the public substitute
C3F3903,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,NTA Pakistan; quantifying wealth flows through the generational economy
C3F3910,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,probe-s8-of-8,C.2.e and D.2.a - immigrant women's labour force participation
C3F3918,OFF_SIBLING,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,UNCERTAIN,hand,probe-s8-of-8,no abstract; C.3.d - education as inheritance against education as opportunity
C3F3920,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,provincial generational economy Pakistan; same programme as C3F3903
C3F3927,THEORY,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,UNCERTAIN,hand,probe-s8-of-8,no abstract; social welfare parental altruism and inequality
C3F3939,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,no abstract; business course for Black entrepreneurs; gospel of wealth homonym
C3F3945,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,probe-s8-of-8,no abstract; duplicate deposit of C3F3939
C3F1622,NET_FLOW_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:row5-00,labour market structure and child employment against reproductive behaviour in rural South Asia; argues the economic value of children cannot be read without the labour market - the registered estimand
C3F3737,THEORY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:row5-00,comment on agricultural improvement and population change; disputes whether labour-using technical change raises demand for children
C3F2698,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:row5-00,household determinants of child labour in Tanzanian small-scale gold mining; number of children is a regressor not an outcome
C3F3735,INSUFFICIENT_INFO,NA,NA,FERTILITY,REALIZED,UNCLEAR,OTHER,UNCERTAIN,hand,chan-term:row5-00,no abstract; gender dynamics rural fertility mortality and agricultural systems
C3F1799,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:row5-00,study design note for a social-psychological fertility survey
C3F3733,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,CERTAIN,hand,chan-term:row5-00,no abstract; earlier version of the lithium-mining anchor - child labour demand in battery mineral mining against fertility
C3F3532,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,child labour protection law overview; no fertility outcome and no flow estimate
C3F0832,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,occupational health hazards in the footwear industry
C3F1407,NET_FLOW_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:row5-00,rejoinder on landholding and fertility that names the land-labour-demand and land-security hypotheses directly - both are this chapter's mechanism
C3F2700,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,ILO Convention 182 implementation in Latin America
C3F3734,THEORY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:row5-00,farm labour monopsony model of high fertility through child labour demand
C3F3729,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,child labour in Jharkhand mines and child-rights conventions
C3F3739,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:row5-00,children's work in 19th century Staffordshire coal and pottery; measures the child labour share with no fertility outcome
C3F1987,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:row5-00,1907 advocacy essay against child labour
C3F3741,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,risk factors for perpetrators of child sexual assault
C3F2368,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:row5-00,1907 investigation of child labour in the soft coal mines; contemporaneous measurement of children's work
C3F0308,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,FDT,CERTAIN,hand,chan-term:row5-00,no abstract; cropping pattern and mechanization shifting child labour demand against fertility behaviour in rural Egypt - the §7 row 5 design
C3F2701,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,gambling and organised labour in Pennsylvania
C3F3728,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:row5-00,fertility child labour and migration among coffee day labourers on the Mexico-Guatemala border
C3F0880,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:row5-00,C.6.a - Easterlin-style themes in US fertility including an intergenerational factor
C3F4294,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,US Treasury securities and capital flows; wealth extraction homonym
C3F1299,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,historiography of immigrant labour in industrial France
C3F1988,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:row5-00,land availability and rural fertility in northeastern Brazil; the land-labour-demand channel
C3F1833,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,FDT,CERTAIN,hand,chan-term:row5-00,C.2.e - causal effect of the mother's own education on marital fertility in England
C3F3280,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,book review of Cohen on growth and satisfaction
C3F3731,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:row5-00,working-class childhood in the British industrial revolution from 600 autobiographies; children's contribution measured historically
C3F0895,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:row5-00,ethnography of high fertility in Haiti; household production is context not estimand
C3F4166,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,global wealth distribution and the Gini coefficient
C3F0468,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,social capital and disease aetiology
C3F3412,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,climate change and women's empowerment among Ghanaian smallholders
C3F3727,THEORY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:row5-00,bio-economic model founding fertility and child labour jointly on subsistence consumption
C3F0594,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:row5-00,A.5 - health service availability and fertility limitation in rural Nepal
C3F3730,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:row5-00,labour demand study of the South Asian carpet industry; employment decisions at the production stage
C3F2630,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:row5-00,C.2.e and Alexandra's chapter - compulsory schooling laws and teen fertility
C3F0744,OFF_SIBLING,NA,NA,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:row5-00,D.2.a - women's decision-making and contraceptive use in sub-Saharan Africa
C3F1488,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,Islamic principles of consumption
C3F3611,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,World Bank report back matter
C3F3738,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:row5-00,determinants of child labour in Indonesia
C3F3180,VOC_STATED,NA,PRIVATE_FAMILY,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:row5-00,value-of-children scale among Chinese vocational students against reproductive intentions
C3F3742,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,documentary film about child farm workers
C3F0260,THEORY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,PM,CERTAIN,hand,chan-term:row5-00,anthropological critique of neo-Malthusian population policy and the assumed desire for large families
C3F2702,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,book review of a history of the industrial revolution
C3F3740,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,no abstract; agroecological practice and farm technical efficiency
C3F2476,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,UNCERTAIN,hand,chan-term:row5-00,no abstract; household composition as a demographic measure
C3F3732,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:row5-00,evaluates the 1992 US Child Labor Deterrence Act on Bangladesh; identified but the outcome is child labour not fertility - link 1
C3F2699,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:row5-00,children's own accounts of working life in Burkina Faso
C3F2148,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,UNCERTAIN,hand,chan-term:row5-00,no abstract; returns to farm child labour in Tanzania - a direct measure of what a child produces
C3F3498,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,implementation of child labour law in Pakistan
C3F4544,INSUFFICIENT_INFO,NA,NA,NONE,NA,UNCLEAR,OTHER,UNCERTAIN,hand,chan-term:row5-00,no abstract; empirical economics and the family
C3F0437,OFF_SIBLING,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,C.3.d - parental investment in schooling and the quantity-quality strategy in northern Tanzania
C3F0721,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,UNCERTAIN,hand,chan-term:row5-00,no abstract; macroeconomics of child labour regulation
C3F3744,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:row5-00,periodical literature review 1700-1850
C3F1986,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:row5-00,literature review of child labour in Cameroon
C3F1974,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,overview of children's human rights violations in India
C3F3743,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-00,1872 slave registry dataset for Mayaguez
C3F3376,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:row5-01,child labour on Zimbabwean commercial farms
C3F0100,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:row5-01,commentary on Covid-19 and fertility
C3F3726,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,FDT,CERTAIN,hand,chan-term:row5-01,no abstract; earlier version of C3F0308 - cropping pattern mechanization child labour and fertility in rural Egypt
C3F0822,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:row5-01,socioeconomic status and fertility among the US non-farm population
C3F3426,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:row5-01,organic tea farming systems in Sri Lanka
C3F2149,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:row5-01,apprenticeship after abolition in Sierra Leone
C3F0528,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:row5-01,A.5 - long-term demographic role of community family planning in Bangladesh
C3F3736,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:row5-01,no abstract; commodity income shock and child labour poverty traps - link 1 of the §7 row 5 chain
C3F3658,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-00,C.2.d - family support policy design in EU and OECD countries
